,model,equation,value
4982,Glu_Growth_Glycolysis_C46,pep_c,kf_ENO2*E_ENO_c_pep(t) - 4*kf_PFK1_Inhibition_pep*E_PFK1_T_c(t)*pep_c(t) - 3*kf_PFK1_Inhibition_pep*E_PFK1_T_c_pep(t)*pep_c(t) - 2*kf_PFK1_Inhibition_pep*E_PFK1_T_c_pep_pep(t)*pep_c(t) - kf_PFK1_Inhibition_pep*E_PFK1_T_c_pep_pep_pep(t)*pep_c(t) + kf_PPS2*E_PPS_c_pep(t) - kf_PYK13*E_PYK1_c_adp(t)*pep_c(t) - kf_PYK23*E_PYK2_c_adp(t)*pep_c(t) - kf_SK_pep_c*(pep_c(t) - pep_b/Keq_SK_pep_c) - kr_ENO2*E_ENO_c(t)*pep_c(t) + kr_PFK1_Inhibition_pep*E_PFK1_T_c_pep(t) + 2*kr_PFK1_Inhibition_pep*E_PFK1_T_c_pep_pep(t) + 3*kr_PFK1_Inhibition_pep*E_PFK1_T_c_pep_pep_pep(t) + 4*kr_PFK1_Inhibition_pep*E_PFK1_T_c_pep_pep_pep_pep(t) - kr_PPS2*E_PPS_c(t)*pep_c(t) + kr_PYK13*E_PYK1_c_pep_adp(t) + kr_PYK23*E_PYK2_c_pep_adp(t)
4983,Glu_Growth_Glycolysis_C46,E_PFK2_c_fdp_adp,-kf_PFK24*E_PFK2_c_fdp_adp(t) + kf_PFK25*E_PFK2_c_f6p_atp(t) + kr_PFK24*E_PFK2_c_fdp(t)*adp_c(t) - kr_PFK25*E_PFK2_c_fdp_adp(t)
4984,Glu_Growth_Glycolysis_C46,E_PFK1_c_f6p_atp_gdp_gdp,kf_PFK13_85*E_PFK1_c_f6p_gdp_gdp(t)*atp_c(t) - kf_PFK15_85*E_PFK1_c_f6p_atp_gdp_gdp(t) - kr_PFK13_85*E_PFK1_c_f6p_atp_gdp_gdp(t) + kr_PFK15_85*E_PFK1_c_fdp_adp_gdp_gdp(t)
4985,Glu_Growth_Glycolysis_C46,E_LDH_D_c_lac__D_nad,kf_LDH_D3*E_LDH_D_c_lac__D(t)*nad_c(t) - kf_LDH_D5*E_LDH_D_c_lac__D_nad(t) - kr_LDH_D3*E_LDH_D_c_lac__D_nad(t) + kr_LDH_D5*E_LDH_D_c_nadh_pyr(t)
4986,Glu_Growth_Glycolysis_C46,E_PGI_c_g6p,kf_PGI1*E_PGI_c(t)*g6p_c(t) - kf_PGI3*E_PGI_c_g6p(t) - kr_PGI1*E_PGI_c_g6p(t) + kr_PGI3*E_PGI_c_f6p(t)
4987,Glu_Growth_Glycolysis_C46,adp_c,kf_PFK14*E_PFK1_c_fdp_adp(t) + kf_PFK14_84*E_PFK1_c_fdp_adp_gdp(t) + kf_PFK14_85*E_PFK1_c_fdp_adp_gdp_gdp(t) + kf_PFK14_86*E_PFK1_c_fdp_adp_gdp_gdp_gdp(t) + kf_PFK14_87*E_PFK1_c_fdp_adp_gdp_gdp_gdp_gdp(t) + kf_PFK24*E_PFK2_c_fdp_adp(t) - kf_PGK1*E_PGK_c(t)*adp_c(t) - kf_PGK6*E_PGK_c_13dpg(t)*adp_c(t) - kf_PYK11*E_PYK1_c(t)*adp_c(t) - kf_PYK21*E_PYK2_c(t)*adp_c(t) + kf_SK_adp_c*(adp_b - adp_c(t)/Keq_SK_adp_c) - kr_PFK14*E_PFK1_c_fdp(t)*adp_c(t) - kr_PFK14_84*E_PFK1_c_fdp_gdp(t)*adp_c(t) - kr_PFK14_85*E_PFK1_c_fdp_gdp_gdp(t)*adp_c(t) - kr_PFK14_86*E_PFK1_c_fdp_gdp_gdp_gdp(t)*adp_c(t) - kr_PFK14_87*E_PFK1_c_fdp_gdp_gdp_gdp_gdp(t)*adp_c(t) - kr_PFK24*E_PFK2_c_fdp(t)*adp_c(t) + kr_PGK1*E_PGK_c_adp(t) + kr_PGK6*E_PGK_c_13dpg_adp(t) + kr_PYK11*E_PYK1_c_adp(t) + kr_PYK21*E_PYK2_c_adp(t)
4988,Glu_Growth_Glycolysis_C46,E_PYK1_c_pep_adp,kf_PYK13*E_PYK1_c_adp(t)*pep_c(t) - kf_PYK15*E_PYK1_c_pep_adp(t) - kr_PYK13*E_PYK1_c_pep_adp(t) + kr_PYK15*E_PYK1_c_pyr_atp(t)
4989,Glu_Growth_Glycolysis_C46,E_LDH_D_c_lac__D,kf_LDH_D1*E_LDH_D_c(t)*lac__D_c(t) - kf_LDH_D3*E_LDH_D_c_lac__D(t)*nad_c(t) - kr_LDH_D1*E_LDH_D_c_lac__D(t) + kr_LDH_D3*E_LDH_D_c_lac__D_nad(t)
4990,Glu_Growth_Glycolysis_C46,E_PFK1_c_f6p_atp_gdp_gdp_gdp_gdp,kf_PFK13_87*E_PFK1_c_f6p_gdp_gdp_gdp_gdp(t)*atp_c(t) - kf_PFK15_87*E_PFK1_c_f6p_atp_gdp_gdp_gdp_gdp(t) - kr_PFK13_87*E_PFK1_c_f6p_atp_gdp_gdp_gdp_gdp(t) + kr_PFK15_87*E_PFK1_c_fdp_adp_gdp_gdp_gdp_gdp(t)
4991,Glu_Growth_Glycolysis_C46,E_PGMd_c_2pg,-kf_PGMd2*E_PGMd_c_2pg(t) + kf_PGMd3*E_PGMd_c_3pg(t) + kr_PGMd2*E_PGMd_c(t)*_2pg_c(t) - kr_PGMd3*E_PGMd_c_2pg(t)
4992,Glu_Growth_Glycolysis_C46,E_PFK1_c_fdp_gdp,-kf_PFK12_84*E_PFK1_c_fdp_gdp(t) + kf_PFK14_84*E_PFK1_c_fdp_adp_gdp(t) + kr_PFK12_84*E_PFK1_c_gdp(t)*fdp_c(t) - kr_PFK14_84*E_PFK1_c_fdp_gdp(t)*adp_c(t)
4993,Glu_Growth_Glycolysis_C46,E_PFK1_c_fdp_adp_gdp,-kf_PFK14_84*E_PFK1_c_fdp_adp_gdp(t) + kf_PFK15_84*E_PFK1_c_f6p_atp_gdp(t) + kr_PFK14_84*E_PFK1_c_fdp_gdp(t)*adp_c(t) - kr_PFK15_84*E_PFK1_c_fdp_adp_gdp(t)
4994,Glu_Growth_Glycolysis_C46,nad_c,-kf_GAPD1*E_GAPD_c(t)*nad_c(t) - kf_LDH_D3*E_LDH_D_c_lac__D(t)*nad_c(t) + kf_SK_nad_c*(nad_b - nad_c(t)/Keq_SK_nad_c) + kr_GAPD1*E_GAPD_c_nad(t) + kr_LDH_D3*E_LDH_D_c_lac__D_nad(t)
4995,Glu_Growth_Glycolysis_C46,E_PGMi_c_2pg,-kf_PGMi2*E_PGMi_c_2pg(t) + kf_PGMi3*E_PGMi_c_3pg(t) + kr_PGMi2*E_PGMi_c(t)*_2pg_c(t) - kr_PGMi3*E_PGMi_c_2pg(t)
4996,Glu_Growth_Glycolysis_C46,E_PFK1_T_c_pep,4*kf_PFK1_Inhibition_pep*E_PFK1_T_c(t)*pep_c(t) - 3*kf_PFK1_Inhibition_pep*E_PFK1_T_c_pep(t)*pep_c(t) - kr_PFK1_Inhibition_pep*E_PFK1_T_c_pep(t) + 2*kr_PFK1_Inhibition_pep*E_PFK1_T_c_pep_pep(t)
4997,Glu_Growth_Glycolysis_C46,E_FBP1_c_f6p,-kf_FBP12*E_FBP1_c_f6p(t) + kf_FBP14*E_FBP1_c_f6p_pi(t) + kr_FBP12*E_FBP1_c(t)*f6p_c(t) - kr_FBP14*E_FBP1_c_f6p(t)*pi_c(t)
4998,Glu_Growth_Glycolysis_C46,g3p_c,kf_FBA14*E_FBA1_c_dhap_g3p(t) + kf_FBA24*E_FBA2_c_dhap_g3p(t) - kf_GAPD3*E_GAPD_c_nad(t)*g3p_c(t) + kf_SK_g3p_c*(g3p_b - g3p_c(t)/Keq_SK_g3p_c) + kf_TPI2*E_TPI_c_g3p(t) - kr_FBA14*E_FBA1_c_dhap(t)*g3p_c(t) - kr_FBA24*E_FBA2_c_dhap(t)*g3p_c(t) + kr_GAPD3*E_GAPD_c_nad_g3p(t) - kr_TPI2*E_TPI_c(t)*g3p_c(t)
4999,Glu_Growth_Glycolysis_C46,E_FBA2_c_dhap_g3p,kf_FBA23*E_FBA2_c_fdp(t) - kf_FBA24*E_FBA2_c_dhap_g3p(t) - kr_FBA23*E_FBA2_c_dhap_g3p(t) + kr_FBA24*E_FBA2_c_dhap(t)*g3p_c(t)
5000,Glu_Growth_Glycolysis_C46,E_PFK1_c_fdp_adp_gdp_gdp,-kf_PFK14_85*E_PFK1_c_fdp_adp_gdp_gdp(t) + kf_PFK15_85*E_PFK1_c_f6p_atp_gdp_gdp(t) + kr_PFK14_85*E_PFK1_c_fdp_gdp_gdp(t)*adp_c(t) - kr_PFK15_85*E_PFK1_c_fdp_adp_gdp_gdp(t)
5001,Glu_Growth_Glycolysis_C46,E_PGK_c_3pg_atp,-kf_PGK7*E_PGK_c_3pg_atp(t) - kf_PGK8*E_PGK_c_3pg_atp(t) + kf_PGK9*E_PGK_c_13dpg_adp(t) + kr_PGK7*E_PGK_c_atp(t)*_3pg_c(t) + kr_PGK8*E_PGK_c_3pg(t)*atp_c(t) - kr_PGK9*E_PGK_c_3pg_atp(t)
5002,Glu_Growth_Glycolysis_C46,h_c,0
5003,Glu_Growth_Glycolysis_C46,E_PPS_c_pyr_atp,kf_PPS3*E_PPS_c_pyr(t)*atp_c(t) - kf_PPS5*E_PPS_c_pyr_atp(t) - kr_PPS3*E_PPS_c_pyr_atp(t) + kr_PPS5*E_PPS_c_pep_amp_pi(t)
5004,Glu_Growth_Glycolysis_C46,E_GAPD_c_nad,kf_GAPD1*E_GAPD_c(t)*nad_c(t) - kf_GAPD3*E_GAPD_c_nad(t)*g3p_c(t) - kr_GAPD1*E_GAPD_c_nad(t) + kr_GAPD3*E_GAPD_c_nad_g3p(t)
5005,Glu_Growth_Glycolysis_C46,E_PGK_c_adp,kf_PGK1*E_PGK_c(t)*adp_c(t) - kf_PGK5*E_PGK_c_adp(t)*_13dpg_c(t) - kr_PGK1*E_PGK_c_adp(t) + kr_PGK5*E_PGK_c_13dpg_adp(t)
5006,Glu_Growth_Glycolysis_C46,E_FBP2_c_f6p,-kf_FBP22*E_FBP2_c_f6p(t) + kf_FBP24*E_FBP2_c_f6p_pi(t) + kr_FBP22*E_FBP2_c(t)*f6p_c(t) - kr_FBP24*E_FBP2_c_f6p(t)*pi_c(t)
5007,Glu_Growth_Glycolysis_C46,E_LDH_D_c,-kf_LDH_D1*E_LDH_D_c(t)*lac__D_c(t) + kf_LDH_D2*E_LDH_D_c_pyr(t) + kr_LDH_D1*E_LDH_D_c_lac__D(t) - kr_LDH_D2*E_LDH_D_c(t)*pyr_c(t)
5008,Glu_Growth_Glycolysis_C46,E_PFK1_c_f6p_atp_gdp,kf_PFK13_84*E_PFK1_c_f6p_gdp(t)*atp_c(t) - kf_PFK15_84*E_PFK1_c_f6p_atp_gdp(t) - kr_PFK13_84*E_PFK1_c_f6p_atp_gdp(t) + kr_PFK15_84*E_PFK1_c_fdp_adp_gdp(t)
5009,Glu_Growth_Glycolysis_C46,E_PGK_c_3pg,-kf_PGK4*E_PGK_c_3pg(t) + kf_PGK8*E_PGK_c_3pg_atp(t) + kr_PGK4*E_PGK_c(t)*_3pg_c(t) - kr_PGK8*E_PGK_c_3pg(t)*atp_c(t)
5010,Glu_Growth_Glycolysis_C46,E_PYK2_c_pep_adp,kf_PYK23*E_PYK2_c_adp(t)*pep_c(t) - kf_PYK25*E_PYK2_c_pep_adp(t) - kr_PYK23*E_PYK2_c_pep_adp(t) + kr_PYK25*E_PYK2_c_pyr_atp(t)
5011,Glu_Growth_Glycolysis_C46,E_ENO_c_2pg,kf_ENO1*E_ENO_c(t)*_2pg_c(t) - kf_ENO3*E_ENO_c_2pg(t) - kr_ENO1*E_ENO_c_2pg(t) + kr_ENO3*E_ENO_c_pep(t)
5012,Glu_Growth_Glycolysis_C46,h2o_c,0
5013,Glu_Growth_Glycolysis_C46,E_PYK1_c_atp,-kf_PYK12*E_PYK1_c_atp(t) + kf_PYK14*E_PYK1_c_pyr_atp(t) + kr_PYK12*E_PYK1_c(t)*atp_c(t) - kr_PYK14*E_PYK1_c_atp(t)*pyr_c(t)
5014,Glu_Growth_Glycolysis_C46,E_FBP2_c_fdp,kf_FBP21*E_FBP2_c(t)*fdp_c(t) - kf_FBP23*E_FBP2_c_fdp(t) - kr_FBP21*E_FBP2_c_fdp(t) + kr_FBP23*E_FBP2_c_f6p_pi(t)
5015,Glu_Growth_Glycolysis_C46,E_TPI_c_g3p,-kf_TPI2*E_TPI_c_g3p(t) + kf_TPI3*E_TPI_c_dhap(t) + kr_TPI2*E_TPI_c(t)*g3p_c(t) - kr_TPI3*E_TPI_c_g3p(t)
5016,Glu_Growth_Glycolysis_C46,E_PFK1_c_fdp_adp_gdp_gdp_gdp_gdp,-kf_PFK14_87*E_PFK1_c_fdp_adp_gdp_gdp_gdp_gdp(t) + kf_PFK15_87*E_PFK1_c_f6p_atp_gdp_gdp_gdp_gdp(t) + kr_PFK14_87*E_PFK1_c_fdp_gdp_gdp_gdp_gdp(t)*adp_c(t) - kr_PFK15_87*E_PFK1_c_fdp_adp_gdp_gdp_gdp_gdp(t)
5017,Glu_Growth_Glycolysis_C46,E_PFK2_c_f6p,kf_PFK21*E_PFK2_c(t)*f6p_c(t) - kf_PFK23*E_PFK2_c_f6p(t)*atp_c(t) - kr_PFK21*E_PFK2_c_f6p(t) + kr_PFK23*E_PFK2_c_f6p_atp(t)
5018,Glu_Growth_Glycolysis_C46,E_PFK1_c_fdp_gdp_gdp_gdp,-kf_PFK12_86*E_PFK1_c_fdp_gdp_gdp_gdp(t) + kf_PFK14_86*E_PFK1_c_fdp_adp_gdp_gdp_gdp(t) + kr_PFK12_86*E_PFK1_c_gdp_gdp_gdp(t)*fdp_c(t) - kr_PFK14_86*E_PFK1_c_fdp_gdp_gdp_gdp(t)*adp_c(t)
5019,Glu_Growth_Glycolysis_C46,E_PFK1_c_f6p_gdp_gdp_gdp,kf_PFK11_86*E_PFK1_c_gdp_gdp_gdp(t)*f6p_c(t) - kf_PFK13_86*E_PFK1_c_f6p_gdp_gdp_gdp(t)*atp_c(t) - kr_PFK11_86*E_PFK1_c_f6p_gdp_gdp_gdp(t) + kr_PFK13_86*E_PFK1_c_f6p_atp_gdp_gdp_gdp(t)
5020,Glu_Growth_Glycolysis_C46,E_PFK1_c_fdp,-kf_PFK12*E_PFK1_c_fdp(t) + kf_PFK14*E_PFK1_c_fdp_adp(t) + kr_PFK12*E_PFK1_c(t)*fdp_c(t) - kr_PFK14*E_PFK1_c_fdp(t)*adp_c(t)
5021,Glu_Growth_Glycolysis_C46,E_FBP2_c,-kf_FBP21*E_FBP2_c(t)*fdp_c(t) + kf_FBP22*E_FBP2_c_f6p(t) + kr_FBP21*E_FBP2_c_fdp(t) - kr_FBP22*E_FBP2_c(t)*f6p_c(t)
5022,Glu_Growth_Glycolysis_C46,g6p_c,-kf_PGI1*E_PGI_c(t)*g6p_c(t) - kf_SK_g6p_c*(g6p_c(t) - g6p_b/Keq_SK_g6p_c) + kr_PGI1*E_PGI_c_g6p(t)
5023,Glu_Growth_Glycolysis_C46,E_FBP2_c_f6p_pi,kf_FBP23*E_FBP2_c_fdp(t) - kf_FBP24*E_FBP2_c_f6p_pi(t) - kr_FBP23*E_FBP2_c_f6p_pi(t) + kr_FBP24*E_FBP2_c_f6p(t)*pi_c(t)
5024,Glu_Growth_Glycolysis_C46,E_GAPD_c_nadh_13dpg,-kf_GAPD4*E_GAPD_c_nadh_13dpg(t) + kf_GAPD6*E_GAPD_c_nad_g3p_pi(t) + kr_GAPD4*E_GAPD_c_nadh(t)*_13dpg_c(t) - kr_GAPD6*E_GAPD_c_nadh_13dpg(t)
5025,Glu_Growth_Glycolysis_C46,E_PFK1_T_c_pep_pep_pep_pep,kf_PFK1_Inhibition_pep*E_PFK1_T_c_pep_pep_pep(t)*pep_c(t) - 4*kr_PFK1_Inhibition_pep*E_PFK1_T_c_pep_pep_pep_pep(t)
5026,Glu_Growth_Glycolysis_C46,E_PGK_c_13dpg,kf_PGK2*E_PGK_c(t)*_13dpg_c(t) - kf_PGK6*E_PGK_c_13dpg(t)*adp_c(t) - kr_PGK2*E_PGK_c_13dpg(t) + kr_PGK6*E_PGK_c_13dpg_adp(t)
5027,Glu_Growth_Glycolysis_C46,E_PYK2_c_pyr_atp,-kf_PYK24*E_PYK2_c_pyr_atp(t) + kf_PYK25*E_PYK2_c_pep_adp(t) + kr_PYK24*E_PYK2_c_atp(t)*pyr_c(t) - kr_PYK25*E_PYK2_c_pyr_atp(t)
5028,Glu_Growth_Glycolysis_C46,E_FBP1_c_f6p_pi,kf_FBP13*E_FBP1_c_fdp(t) - kf_FBP14*E_FBP1_c_f6p_pi(t) - kr_FBP13*E_FBP1_c_f6p_pi(t) + kr_FBP14*E_FBP1_c_f6p(t)*pi_c(t)
5029,Glu_Growth_Glycolysis_C46,E_LDH_D_c_pyr,-kf_LDH_D2*E_LDH_D_c_pyr(t) + kf_LDH_D4*E_LDH_D_c_nadh_pyr(t) + kr_LDH_D2*E_LDH_D_c(t)*pyr_c(t) - kr_LDH_D4*E_LDH_D_c_pyr(t)*nadh_c(t)
5030,Glu_Growth_Glycolysis_C46,E_PGMi_c,-kf_PGMi1*E_PGMi_c(t)*_3pg_c(t) + kf_PGMi2*E_PGMi_c_2pg(t) + kr_PGMi1*E_PGMi_c_3pg(t) - kr_PGMi2*E_PGMi_c(t)*_2pg_c(t)
5031,Glu_Growth_Glycolysis_C46,gdp_c,0
5032,Glu_Growth_Glycolysis_C46,E_PFK1_c_gdp_gdp,-kf_PFK11_85*E_PFK1_c_gdp_gdp(t)*f6p_c(t) + kf_PFK12_85*E_PFK1_c_fdp_gdp_gdp(t) + 3*kf_PFK1_Activation_gdp*E_PFK1_c_gdp(t)*gdp_c(t) - 2*kf_PFK1_Activation_gdp*E_PFK1_c_gdp_gdp(t)*gdp_c(t) + kr_PFK11_85*E_PFK1_c_f6p_gdp_gdp(t) - kr_PFK12_85*E_PFK1_c_gdp_gdp(t)*fdp_c(t) - 2*kr_PFK1_Activation_gdp*E_PFK1_c_gdp_gdp(t) + 3*kr_PFK1_Activation_gdp*E_PFK1_c_gdp_gdp_gdp(t)
5033,Glu_Growth_Glycolysis_C46,E_PYK2_c_atp,-kf_PYK22*E_PYK2_c_atp(t) + kf_PYK24*E_PYK2_c_pyr_atp(t) + kr_PYK22*E_PYK2_c(t)*atp_c(t) - kr_PYK24*E_PYK2_c_atp(t)*pyr_c(t)
5034,Glu_Growth_Glycolysis_C46,E_PYK1_c,-kf_PYK11*E_PYK1_c(t)*adp_c(t) + kf_PYK12*E_PYK1_c_atp(t) + kr_PYK11*E_PYK1_c_adp(t) - kr_PYK12*E_PYK1_c(t)*atp_c(t)
5035,Glu_Growth_Glycolysis_C46,pyr_c,kf_LDH_D2*E_LDH_D_c_pyr(t) - kf_PPS1*E_PPS_c(t)*pyr_c(t) + kf_PYK14*E_PYK1_c_pyr_atp(t) + kf_PYK24*E_PYK2_c_pyr_atp(t) - kf_SK_pyr_c*(pyr_c(t) - pyr_b/Keq_SK_pyr_c) - kr_LDH_D2*E_LDH_D_c(t)*pyr_c(t) + kr_PPS1*E_PPS_c_pyr(t) - kr_PYK14*E_PYK1_c_atp(t)*pyr_c(t) - kr_PYK24*E_PYK2_c_atp(t)*pyr_c(t)
5036,Glu_Growth_Glycolysis_C46,_13dpg_c,kf_GAPD4*E_GAPD_c_nadh_13dpg(t) - kf_PGK2*E_PGK_c(t)*_13dpg_c(t) - kf_PGK5*E_PGK_c_adp(t)*_13dpg_c(t) - kr_GAPD4*E_GAPD_c_nadh(t)*_13dpg_c(t) + kr_PGK2*E_PGK_c_13dpg(t) + kr_PGK5*E_PGK_c_13dpg_adp(t)
5037,Glu_Growth_Glycolysis_C46,_3pg_c,kf_PGK4*E_PGK_c_3pg(t) + kf_PGK7*E_PGK_c_3pg_atp(t) - kf_PGMd1*E_PGMd_c(t)*_3pg_c(t) - kf_PGMi1*E_PGMi_c(t)*_3pg_c(t) - kf_SK__3pg_c*(_3pg_c(t) - _3pg_b/Keq_SK__3pg_c) - kr_PGK4*E_PGK_c(t)*_3pg_c(t) - kr_PGK7*E_PGK_c_atp(t)*_3pg_c(t) + kr_PGMd1*E_PGMd_c_3pg(t) + kr_PGMi1*E_PGMi_c_3pg(t)
5038,Glu_Growth_Glycolysis_C46,E_PYK1_c_adp,kf_PYK11*E_PYK1_c(t)*adp_c(t) - kf_PYK13*E_PYK1_c_adp(t)*pep_c(t) - kr_PYK11*E_PYK1_c_adp(t) + kr_PYK13*E_PYK1_c_pep_adp(t)
5039,Glu_Growth_Glycolysis_C46,E_PPS_c,-kf_PPS1*E_PPS_c(t)*pyr_c(t) + kf_PPS2*E_PPS_c_pep(t) + kr_PPS1*E_PPS_c_pyr(t) - kr_PPS2*E_PPS_c(t)*pep_c(t)
5040,Glu_Growth_Glycolysis_C47,E_PFK1_c_f6p_atp_gdp_gdp,kf_PFK13_85*E_PFK1_c_f6p_gdp_gdp(t)*atp_c(t) - kf_PFK15_85*E_PFK1_c_f6p_atp_gdp_gdp(t) - kr_PFK13_85*E_PFK1_c_f6p_atp_gdp_gdp(t) + kr_PFK15_85*E_PFK1_c_fdp_adp_gdp_gdp(t)
5041,Glu_Growth_Glycolysis_C47,E_PGI_c,-kf_PGI1*E_PGI_c(t)*g6p_c(t) + kf_PGI2*E_PGI_c_f6p(t) + kr_PGI1*E_PGI_c_g6p(t) - kr_PGI2*E_PGI_c(t)*f6p_c(t)
5042,Glu_Growth_Glycolysis_C47,E_LDH_D_c_lac__D_nad,kf_LDH_D3*E_LDH_D_c_lac__D(t)*nad_c(t) - kf_LDH_D5*E_LDH_D_c_lac__D_nad(t) - kr_LDH_D3*E_LDH_D_c_lac__D_nad(t) + kr_LDH_D5*E_LDH_D_c_nadh_pyr(t)
5043,Glu_Growth_Glycolysis_C47,E_PYK2_c_pep_adp,kf_PYK23*E_PYK2_c_adp(t)*pep_c(t) - kf_PYK25*E_PYK2_c_pep_adp(t) - kr_PYK23*E_PYK2_c_pep_adp(t) + kr_PYK25*E_PYK2_c_pyr_atp(t)
5044,Glu_Growth_Glycolysis_C47,E_PPS_c_pep,-kf_PPS2*E_PPS_c_pep(t) + kf_PPS4*E_PPS_c_pep_amp(t) + kr_PPS2*E_PPS_c(t)*pep_c(t) - kr_PPS4*E_PPS_c_pep(t)*amp_c(t)
5045,Glu_Growth_Glycolysis_C47,E_PGK_c_13dpg,kf_PGK2*E_PGK_c(t)*_13dpg_c(t) - kf_PGK6*E_PGK_c_13dpg(t)*adp_c(t) - kr_PGK2*E_PGK_c_13dpg(t) + kr_PGK6*E_PGK_c_13dpg_adp(t)
5046,Glu_Growth_Glycolysis_C47,E_PFK1_c_fdp_adp_gdp_gdp,-kf_PFK14_85*E_PFK1_c_fdp_adp_gdp_gdp(t) + kf_PFK15_85*E_PFK1_c_f6p_atp_gdp_gdp(t) + kr_PFK14_85*E_PFK1_c_fdp_gdp_gdp(t)*adp_c(t) - kr_PFK15_85*E_PFK1_c_fdp_adp_gdp_gdp(t)
5047,Glu_Growth_Glycolysis_C47,E_TPI_c_g3p,-kf_TPI2*E_TPI_c_g3p(t) + kf_TPI3*E_TPI_c_dhap(t) + kr_TPI2*E_TPI_c(t)*g3p_c(t) - kr_TPI3*E_TPI_c_g3p(t)
5048,Glu_Growth_Glycolysis_C47,dhap_c,kf_FBA12*E_FBA1_c_dhap(t) + kf_FBA22*E_FBA2_c_dhap(t) + kf_SK_dhap_c*(dhap_b - dhap_c(t)/Keq_SK_dhap_c) - kf_TPI1*E_TPI_c(t)*dhap_c(t) - kr_FBA12*E_FBA1_c(t)*dhap_c(t) - kr_FBA22*E_FBA2_c(t)*dhap_c(t) + kr_TPI1*E_TPI_c_dhap(t)
5049,Glu_Growth_Glycolysis_C47,E_PYK1_c_atp,-kf_PYK12*E_PYK1_c_atp(t) + kf_PYK14*E_PYK1_c_pyr_atp(t) + kr_PYK12*E_PYK1_c(t)*atp_c(t) - kr_PYK14*E_PYK1_c_atp(t)*pyr_c(t)
5050,Glu_Growth_Glycolysis_C47,E_PFK2_c_fdp_adp,-kf_PFK24*E_PFK2_c_fdp_adp(t) + kf_PFK25*E_PFK2_c_f6p_atp(t) + kr_PFK24*E_PFK2_c_fdp(t)*adp_c(t) - kr_PFK25*E_PFK2_c_fdp_adp(t)
5051,Glu_Growth_Glycolysis_C47,E_PYK2_c_pyr_atp,-kf_PYK24*E_PYK2_c_pyr_atp(t) + kf_PYK25*E_PYK2_c_pep_adp(t) + kr_PYK24*E_PYK2_c_atp(t)*pyr_c(t) - kr_PYK25*E_PYK2_c_pyr_atp(t)
5052,Glu_Growth_Glycolysis_C47,E_PFK1_c_fdp_adp_gdp_gdp_gdp_gdp,-kf_PFK14_87*E_PFK1_c_fdp_adp_gdp_gdp_gdp_gdp(t) + kf_PFK15_87*E_PFK1_c_f6p_atp_gdp_gdp_gdp_gdp(t) + kr_PFK14_87*E_PFK1_c_fdp_gdp_gdp_gdp_gdp(t)*adp_c(t) - kr_PFK15_87*E_PFK1_c_fdp_adp_gdp_gdp_gdp_gdp(t)
5053,Glu_Growth_Glycolysis_C47,E_GAPD_c_nadh,-kf_GAPD2*E_GAPD_c_nadh(t) + kf_GAPD4*E_GAPD_c_nadh_13dpg(t) + kr_GAPD2*E_GAPD_c(t)*nadh_c(t) - kr_GAPD4*E_GAPD_c_nadh(t)*_13dpg_c(t)
5054,Glu_Growth_Glycolysis_C47,E_PFK1_T_c,-4*kf_PFK1_Inhibition_pep*E_PFK1_T_c(t)*pep_c(t) + kf_PFK1_TransitionStep*E_PFK1_c(t) + kr_PFK1_Inhibition_pep*E_PFK1_T_c_pep(t) - kr_PFK1_TransitionStep*E_PFK1_T_c(t)
5055,Glu_Growth_Glycolysis_C47,E_PFK1_c_gdp_gdp_gdp,-kf_PFK11_86*E_PFK1_c_gdp_gdp_gdp(t)*f6p_c(t) + kf_PFK12_86*E_PFK1_c_fdp_gdp_gdp_gdp(t) + 2*kf_PFK1_Activation_gdp*E_PFK1_c_gdp_gdp(t)*gdp_c(t) - kf_PFK1_Activation_gdp*E_PFK1_c_gdp_gdp_gdp(t)*gdp_c(t) + kr_PFK11_86*E_PFK1_c_f6p_gdp_gdp_gdp(t) - kr_PFK12_86*E_PFK1_c_gdp_gdp_gdp(t)*fdp_c(t) - 3*kr_PFK1_Activation_gdp*E_PFK1_c_gdp_gdp_gdp(t) + 4*kr_PFK1_Activation_gdp*E_PFK1_c_gdp_gdp_gdp_gdp(t)
5056,Glu_Growth_Glycolysis_C47,E_LDH_D_c_nadh_pyr,-kf_LDH_D4*E_LDH_D_c_nadh_pyr(t) + kf_LDH_D5*E_LDH_D_c_lac__D_nad(t) + kr_LDH_D4*E_LDH_D_c_pyr(t)*nadh_c(t) - kr_LDH_D5*E_LDH_D_c_nadh_pyr(t)
5057,Glu_Growth_Glycolysis_C47,E_PYK1_c_adp,kf_PYK11*E_PYK1_c(t)*adp_c(t) - kf_PYK13*E_PYK1_c_adp(t)*pep_c(t) - kr_PYK11*E_PYK1_c_adp(t) + kr_PYK13*E_PYK1_c_pep_adp(t)
5058,Glu_Growth_Glycolysis_C47,E_GAPD_c_nad_g3p_pi,kf_GAPD5*E_GAPD_c_nad_g3p(t)*pi_c(t) - kf_GAPD6*E_GAPD_c_nad_g3p_pi(t) - kr_GAPD5*E_GAPD_c_nad_g3p_pi(t) + kr_GAPD6*E_GAPD_c_nadh_13dpg(t)
